Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
http://20.50.171.10:9966/petclinic/api/pettypes 2,1,198,198,198,198,198,198,198,"0,000%","5,05051","165,94","1,28"
Pet types tab,100,1005,888,1547,1696,1922,198,2090,"0,000%","41,20313","1353,79","10,46"
http://20.50.171.10:9966/petclinic/api/pettypes 1,1,217,217,217,217,217,217,217,"0,000%","4,60829","151,41","1,17"
http://20.50.171.10:9966/petclinic/api/pettypes 3,1,254,254,254,254,254,254,254,"0,000%","3,93701","129,36","1,00"
http://20.50.171.10:9966/petclinic/api/pettypes 4,1,239,239,239,239,239,239,239,"0,000%","4,18410","137,47","1,06"
http://20.50.171.10:9966/petclinic/api/pettypes 8,1,370,370,370,370,370,370,370,"0,000%","2,70270","88,80","0,69"
http://20.50.171.10:9966/petclinic/api/pettypes 9,1,372,372,372,372,372,372,372,"0,000%","2,68817","88,32","0,68"
http://20.50.171.10:9966/petclinic/api/pettypes 10,1,363,363,363,363,363,363,363,"0,000%","2,75482","90,51","0,70"
http://20.50.171.10:9966/petclinic/api/pettypes 5,1,486,486,486,486,486,486,486,"0,000%","2,05761","67,61","0,52"
http://20.50.171.10:9966/petclinic/api/pettypes 16,1,627,627,627,627,627,627,627,"0,000%","1,59490","52,40","0,40"
http://20.50.171.10:9966/petclinic/api/pettypes 13,1,671,671,671,671,671,671,671,"0,000%","1,49031","48,97","0,38"
http://20.50.171.10:9966/petclinic/api/pettypes 15,1,657,657,657,657,657,657,657,"0,000%","1,52207","50,01","0,39"
http://20.50.171.10:9966/petclinic/api/pettypes 20,1,609,609,609,609,609,609,609,"0,000%","1,64204","53,95","0,42"
http://20.50.171.10:9966/petclinic/api/pettypes 6,1,803,803,803,803,803,803,803,"0,000%","1,24533","40,92","0,32"
http://20.50.171.10:9966/petclinic/api/pettypes 22,1,658,658,658,658,658,658,658,"0,000%","1,51976","49,93","0,39"
http://20.50.171.10:9966/petclinic/api/pettypes 7,1,990,990,990,990,990,990,990,"0,000%","1,01010","33,19","0,26"
http://20.50.171.10:9966/petclinic/api/pettypes 21,1,848,848,848,848,848,848,848,"0,000%","1,17925","38,75","0,30"
http://20.50.171.10:9966/petclinic/api/pettypes 26,1,812,812,812,812,812,812,812,"0,000%","1,23153","40,46","0,31"
http://20.50.171.10:9966/petclinic/api/pettypes 41,1,762,762,762,762,762,762,762,"0,000%","1,31234","43,12","0,33"
http://20.50.171.10:9966/petclinic/api/pettypes 44,1,762,762,762,762,762,762,762,"0,000%","1,31234","43,12","0,33"
http://20.50.171.10:9966/petclinic/api/pettypes 46,1,779,779,779,779,779,779,779,"0,000%","1,28370","42,18","0,33"
http://20.50.171.10:9966/petclinic/api/pettypes 40,1,873,873,873,873,873,873,873,"0,000%","1,14548","37,64","0,29"
http://20.50.171.10:9966/petclinic/api/pettypes 32,1,966,966,966,966,966,966,966,"0,000%","1,03520","34,01","0,26"
http://20.50.171.10:9966/petclinic/api/pettypes 50,1,785,785,785,785,785,785,785,"0,000%","1,27389","41,86","0,32"
http://20.50.171.10:9966/petclinic/api/pettypes 51,1,785,785,785,785,785,785,785,"0,000%","1,27389","41,86","0,32"
http://20.50.171.10:9966/petclinic/api/pettypes 52,1,776,776,776,776,776,776,776,"0,000%","1,28866","42,34","0,33"
http://20.50.171.10:9966/petclinic/api/pettypes 54,1,757,757,757,757,757,757,757,"0,000%","1,32100","43,40","0,34"
http://20.50.171.10:9966/petclinic/api/pettypes 11,1,1198,1198,1198,1198,1198,1198,1198,"0,000%",",83472","27,43","0,21"
http://20.50.171.10:9966/petclinic/api/pettypes 53,1,788,788,788,788,788,788,788,"0,000%","1,26904","41,70","0,32"
http://20.50.171.10:9966/petclinic/api/pettypes 18,1,1141,1141,1141,1141,1141,1141,1141,"0,000%",",87642","28,80","0,22"
http://20.50.171.10:9966/petclinic/api/pettypes 65,1,686,686,686,686,686,686,686,"0,000%","1,45773","47,90","0,37"
http://20.50.171.10:9966/petclinic/api/pettypes 58,1,760,760,760,760,760,760,760,"0,000%","1,31579","43,23","0,33"
http://20.50.171.10:9966/petclinic/api/pettypes 43,1,920,920,920,920,920,920,920,"0,000%","1,08696","35,71","0,28"
http://20.50.171.10:9966/petclinic/api/pettypes 63,1,721,721,721,721,721,721,721,"0,000%","1,38696","45,57","0,35"
http://20.50.171.10:9966/petclinic/api/pettypes 67,1,688,688,688,688,688,688,688,"0,000%","1,45349","47,76","0,37"
http://20.50.171.10:9966/petclinic/api/pettypes 68,1,689,689,689,689,689,689,689,"0,000%","1,45138","47,69","0,37"
http://20.50.171.10:9966/petclinic/api/pettypes 69,1,711,711,711,711,711,711,711,"0,000%","1,40647","46,21","0,36"
http://20.50.171.10:9966/petclinic/api/pettypes 19,1,1211,1211,1211,1211,1211,1211,1211,"0,000%",",82576","27,13","0,21"
http://20.50.171.10:9966/petclinic/api/pettypes 70,1,701,701,701,701,701,701,701,"0,000%","1,42653","46,87","0,36"
http://20.50.171.10:9966/petclinic/api/pettypes 39,1,1012,1012,1012,1012,1012,1012,1012,"0,000%",",98814","32,47","0,25"
http://20.50.171.10:9966/petclinic/api/pettypes 27,1,1135,1135,1135,1135,1135,1135,1135,"0,000%",",88106","28,95","0,22"
http://20.50.171.10:9966/petclinic/api/pettypes 45,1,958,958,958,958,958,958,958,"0,000%","1,04384","34,30","0,27"
http://20.50.171.10:9966/petclinic/api/pettypes 29,1,1163,1163,1163,1163,1163,1163,1163,"0,000%",",85985","28,25","0,22"
http://20.50.171.10:9966/petclinic/api/pettypes 55,1,904,904,904,904,904,904,904,"0,000%","1,10619","36,35","0,28"
http://20.50.171.10:9966/petclinic/api/pettypes 48,1,974,974,974,974,974,974,974,"0,000%","1,02669","33,73","0,26"
http://20.50.171.10:9966/petclinic/api/pettypes 31,1,1144,1144,1144,1144,1144,1144,1144,"0,000%",",87413","28,72","0,22"
