Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
http://20.50.171.10:9966/petclinic/api/pettypes 1 ${websiteName},1,291,291,291,291,291,291,291,"0,000%","3,43643","112,91","0,87"
Pet types tab,50,870,849,1329,1348,2137,291,2137,"0,000%","18,79699","617,60","4,77"
http://20.50.171.10:9966/petclinic/api/pettypes 2 ${websiteName},1,343,343,343,343,343,343,343,"0,000%","2,91545","95,79","0,74"
http://20.50.171.10:9966/petclinic/api/pettypes 4 ${websiteName},1,332,332,332,332,332,332,332,"0,000%","3,01205","98,97","0,76"
http://20.50.171.10:9966/petclinic/api/pettypes 7 ${websiteName},1,398,398,398,398,398,398,398,"0,000%","2,51256","82,55","0,64"
http://20.50.171.10:9966/petclinic/api/pettypes 3 ${websiteName},1,466,466,466,466,466,466,466,"0,000%","2,14592","70,51","0,54"
http://20.50.171.10:9966/petclinic/api/pettypes 5 ${websiteName},1,440,440,440,440,440,440,440,"0,000%","2,27273","74,67","0,58"
http://20.50.171.10:9966/petclinic/api/pettypes 6 ${websiteName},1,421,421,421,421,421,421,421,"0,000%","2,37530","78,04","0,60"
http://20.50.171.10:9966/petclinic/api/pettypes 9 ${websiteName},1,363,363,363,363,363,363,363,"0,000%","2,75482","90,51","0,70"
http://20.50.171.10:9966/petclinic/api/pettypes 10 ${websiteName},1,344,344,344,344,344,344,344,"0,000%","2,90698","95,51","0,74"
http://20.50.171.10:9966/petclinic/api/pettypes 12 ${websiteName},1,462,462,462,462,462,462,462,"0,000%","2,16450","71,12","0,55"
http://20.50.171.10:9966/petclinic/api/pettypes 13 ${websiteName},1,603,603,603,603,603,603,603,"0,000%","1,65837","54,49","0,42"
http://20.50.171.10:9966/petclinic/api/pettypes 14 ${websiteName},1,601,601,601,601,601,601,601,"0,000%","1,66389","54,67","0,42"
http://20.50.171.10:9966/petclinic/api/pettypes 25 ${websiteName},1,727,727,727,727,727,727,727,"0,000%","1,37552","45,19","0,35"
http://20.50.171.10:9966/petclinic/api/pettypes 21 ${websiteName},1,805,805,805,805,805,805,805,"0,000%","1,24224","40,82","0,32"
http://20.50.171.10:9966/petclinic/api/pettypes 24 ${websiteName},1,748,748,748,748,748,748,748,"0,000%","1,33690","43,93","0,34"
http://20.50.171.10:9966/petclinic/api/pettypes 22 ${websiteName},1,789,789,789,789,789,789,789,"0,000%","1,26743","41,64","0,32"
http://20.50.171.10:9966/petclinic/api/pettypes 19 ${websiteName},1,849,849,849,849,849,849,849,"0,000%","1,17786","38,70","0,30"
http://20.50.171.10:9966/petclinic/api/pettypes 16 ${websiteName},1,912,912,912,912,912,912,912,"0,000%","1,09649","36,03","0,28"
