Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
http://20.50.171.10:9966/petclinic/api/owners 11,1,1355,1355,1355,1355,1355,1355,1355,"0,000%",",73801","219,73","0,19"
Owner tab,100,7750,8766,10713,11002,11363,1355,12130,"0,000%","7,99041","2378,98","2,01"
http://20.50.171.10:9966/petclinic/api/owners 9,1,1818,1818,1818,1818,1818,1818,1818,"0,000%",",55006","163,77","0,14"
http://20.50.171.10:9966/petclinic/api/owners 8,1,1829,1829,1829,1829,1829,1829,1829,"0,000%",",54675","162,78","0,14"
http://20.50.171.10:9966/petclinic/api/owners 7,1,2060,2060,2060,2060,2060,2060,2060,"0,000%",",48544","144,53","0,12"
http://20.50.171.10:9966/petclinic/api/owners 5,1,2221,2221,2221,2221,2221,2221,2221,"0,000%",",45025","134,05","0,11"
http://20.50.171.10:9966/petclinic/api/owners 29,1,1985,1985,1985,1985,1985,1985,1985,"0,000%",",50378","149,99","0,13"
http://20.50.171.10:9966/petclinic/api/owners 3,1,2419,2419,2419,2419,2419,2419,2419,"0,000%",",41339","123,08","0,10"
http://20.50.171.10:9966/petclinic/api/owners 17,1,2540,2540,2540,2540,2540,2540,2540,"0,000%",",39370","117,22","0,10"
http://20.50.171.10:9966/petclinic/api/owners 2,1,3336,3336,3336,3336,3336,3336,3336,"0,000%",",29976","89,25","0,08"
http://20.50.171.10:9966/petclinic/api/owners 23,1,3179,3179,3179,3179,3179,3179,3179,"0,000%",",31456","93,66","0,08"
http://20.50.171.10:9966/petclinic/api/owners 6,1,3497,3497,3497,3497,3497,3497,3497,"0,000%",",28596","85,14","0,07"
http://20.50.171.10:9966/petclinic/api/owners 26,1,3494,3494,3494,3494,3494,3494,3494,"0,000%",",28620","85,21","0,07"
http://20.50.171.10:9966/petclinic/api/owners 18,1,3739,3739,3739,3739,3739,3739,3739,"0,000%",",26745","79,63","0,07"
http://20.50.171.10:9966/petclinic/api/owners 31,1,3772,3772,3772,3772,3772,3772,3772,"0,000%",",26511","78,93","0,07"
http://20.50.171.10:9966/petclinic/api/owners 41,1,3673,3673,3673,3673,3673,3673,3673,"0,000%",",27226","81,06","0,07"
http://20.50.171.10:9966/petclinic/api/owners 47,1,3685,3685,3685,3685,3685,3685,3685,"0,000%",",27137","80,79","0,07"
http://20.50.171.10:9966/petclinic/api/owners 25,1,4050,4050,4050,4050,4050,4050,4050,"0,000%",",24691","73,51","0,06"
http://20.50.171.10:9966/petclinic/api/owners 44,1,3891,3891,3891,3891,3891,3891,3891,"0,000%",",25700","76,52","0,06"
http://20.50.171.10:9966/petclinic/api/owners 35,1,4022,4022,4022,4022,4022,4022,4022,"0,000%",",24863","74,03","0,06"
http://20.50.171.10:9966/petclinic/api/owners 14,1,4254,4254,4254,4254,4254,4254,4254,"0,000%",",23507","69,99","0,06"
http://20.50.171.10:9966/petclinic/api/owners 4,1,4582,4582,4582,4582,4582,4582,4582,"0,000%",",21825","64,98","0,05"
http://20.50.171.10:9966/petclinic/api/owners 53,1,4193,4193,4193,4193,4193,4193,4193,"0,000%",",23849","71,01","0,06"
http://20.50.171.10:9966/petclinic/api/owners/5 53,3,170,152,300,300,300,60,300,"0,000%","1,64204","0,72","0,42"
http://20.50.171.10:9966/petclinic/api/owners 32,1,4633,4633,4633,4633,4633,4633,4633,"0,000%",",21584","64,26","0,05"
http://20.50.171.10:9966/petclinic/api/owners 21,1,4884,4884,4884,4884,4884,4884,4884,"0,000%",",20475","60,96","0,05"
http://20.50.171.10:9966/petclinic/api/owners 56,1,4546,4546,4546,4546,4546,4546,4546,"0,000%",",21997","65,49","0,06"
http://20.50.171.10:9966/petclinic/api/owners 50,1,5141,5141,5141,5141,5141,5141,5141,"0,000%",",19451","57,91","0,05"
http://20.50.171.10:9966/petclinic/api/owners/5 11,3,1519,149,4340,4340,4340,68,4340,"0,000%",",60048","0,27","0,15"
http://20.50.171.10:9966/petclinic/api/owners/5 8,3,1366,152,3894,3894,3894,53,3894,"0,000%",",65934","0,29","0,17"
http://20.50.171.10:9966/petclinic/api/owners/5 9,3,1690,1107,3896,3896,3896,68,3896,"0,000%",",54387","0,24","0,14"
http://20.50.171.10:9966/petclinic/api/owners/5 7,3,1428,529,3673,3673,3673,83,3673,"0,000%",",58582","0,26","0,15"
http://20.50.171.10:9966/petclinic/api/owners/5 29,3,1239,114,3530,3530,3530,75,3530,"0,000%",",67461","0,30","0,17"
http://20.50.171.10:9966/petclinic/api/owners/5 5,3,1255,147,3534,3534,3534,86,3534,"0,000%",",69930","0,31","0,18"
http://20.50.171.10:9966/petclinic/api/owners/5 3,3,1186,148,3358,3358,3358,53,3358,"0,000%",",70406","0,31","0,18"
http://20.50.171.10:9966/petclinic/api/owners/5 2,3,902,140,2449,2449,2449,118,2449,"0,000%",",93897","0,41","0,24"
http://20.50.171.10:9966/petclinic/api/owners/5 17,3,1426,1113,3097,3097,3097,68,3097,"0,000%",",63627","0,28","0,16"
http://20.50.171.10:9966/petclinic/api/owners/5 23,3,866,156,2398,2398,2398,46,2398,"0,000%",",99867","0,44","0,25"
http://20.50.171.10:9966/petclinic/api/owners/5 6,3,827,158,2259,2259,2259,65,2259,"0,000%",",96401","0,43","0,24"
http://20.50.171.10:9966/petclinic/api/owners/5 18,3,688,113,1897,1897,1897,56,1897,"0,000%",",93633","0,41","0,24"
http://20.50.171.10:9966/petclinic/api/owners/5 26,3,928,669,2062,2062,2062,53,2062,"0,000%",",93110","0,41","0,24"
http://20.50.171.10:9966/petclinic/api/owners/5 31,3,652,163,1734,1734,1734,60,1734,"0,000%","1,23967","0,55","0,31"
http://20.50.171.10:9966/petclinic/api/owners/5 41,3,975,1125,1733,1733,1733,67,1733,"0,000%",",85592","0,38","0,22"
http://20.50.171.10:9966/petclinic/api/owners/5 47,3,619,158,1649,1649,1649,51,1649,"0,000%","1,33511","0,59","0,34"
http://20.50.171.10:9966/petclinic/api/owners/5 44,3,581,141,1486,1486,1486,117,1486,"0,000%","1,35014","0,60","0,34"
http://20.50.171.10:9966/petclinic/api/owners/5 25,3,563,116,1517,1517,1517,56,1517,"0,000%","1,18906","0,52","0,30"
http://20.50.171.10:9966/petclinic/api/owners/5 14,3,533,119,1422,1422,1422,60,1422,"0,000%","1,34710","0,59","0,34"
http://20.50.171.10:9966/petclinic/api/owners/5 35,3,555,130,1444,1444,1444,93,1444,"0,000%","1,20968","0,53","0,31"
http://20.50.171.10:9966/petclinic/api/owners/5 4,3,852,1194,1275,1275,1275,89,1275,"0,000%",",92025","0,41","0,23"
http://20.50.171.10:9966/petclinic/api/owners/5 32,3,353,142,870,870,870,47,870,"0,000%","2,00267","0,88","0,51"
http://20.50.171.10:9966/petclinic/api/owners/5 21,3,309,114,728,728,728,86,728,"0,000%","1,64294","0,73","0,42"
http://20.50.171.10:9966/petclinic/api/owners/5 56,3,302,143,716,716,716,47,716,"0,000%","2,22883","0,98","0,57"
http://20.50.171.10:9966/petclinic/api/owners/5 50,3,530,185,1365,1365,1365,41,1365,"0,000%",",97371","0,43","0,25"
http://20.50.171.10:9966/petclinic/api/owners 71,1,5140,5140,5140,5140,5140,5140,5140,"0,000%",",19455","57,92","0,05"
http://20.50.171.10:9966/petclinic/api/owners 38,1,5506,5506,5506,5506,5506,5506,5506,"0,000%",",18162","54,07","0,05"
http://20.50.171.10:9966/petclinic/api/pettypes 53,1,1110,1110,1110,1110,1110,1110,1110,"0,000%",",90090","13,40","0,23"
http://20.50.171.10:9966/petclinic/api/owners/5 71,3,190,149,323,323,323,100,323,"0,000%","3,31492","1,46","0,84"
http://20.50.171.10:9966/petclinic/api/pettypes 3,1,185,185,185,185,185,185,185,"0,000%","5,40541","80,37","1,37"
http://20.50.171.10:9966/petclinic/api/owners/5 38,3,163,116,266,266,266,107,266,"0,000%","2,30061","1,02","0,58"
http://20.50.171.10:9966/petclinic/api/pettypes 47,1,177,177,177,177,177,177,177,"0,000%","5,64972","84,01","1,43"
