Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
http://20.50.171.10:9966/petclinic/api/owners 1,1,834,834,834,834,834,834,834,"0,000%","1,19904","356,99","0,30"
Owner tab,10,997,928,1165,1165,1197,820,1197,"0,000%","4,76644","1419,11","1,20"
http://20.50.171.10:9966/petclinic/api/owners/5 1,3,69,60,103,103,103,46,103,"0,000%","7,40741","3,27","1,88"
http://20.50.171.10:9966/petclinic/api/pettypes 1,1,54,54,54,54,54,54,54,"0,000%","18,51852","275,35","4,70"
Owner page,10,192,155,194,194,473,148,473,"0,000%","7,02247","110,62","5,35"
http://20.50.171.10:9966/petclinic/api/owners 2,1,916,916,916,916,916,916,916,"0,000%","1,09170","325,03","0,28"
http://20.50.171.10:9966/petclinic/api/owners 3,1,820,820,820,820,820,820,820,"0,000%","1,21951","363,08","0,31"
http://20.50.171.10:9966/petclinic/api/owners/5 2,3,62,50,91,91,91,46,91,"0,000%","6,42398","2,84","1,63"
http://20.50.171.10:9966/petclinic/api/owners/5 3,3,62,49,90,90,90,47,90,"0,000%","7,21154","3,18","1,83"
http://20.50.171.10:9966/petclinic/api/pettypes 3,1,53,53,53,53,53,53,53,"0,000%","18,86792","280,55","4,79"
http://20.50.171.10:9966/petclinic/api/pets 1,1,139,139,139,139,139,139,139,"100,000%","7,19424","4,47","314,09"
http://20.50.171.10:9966/petclinic/api/pettypes 2,1,98,98,98,98,98,98,98,"0,000%","10,20408","151,73","2,59"
Pet form,10,253,249,270,270,273,234,273,"100,000%","6,55738","6,97","287,95"
http://20.50.171.10:9966/petclinic/api/pets 3,1,174,174,174,174,174,174,174,"100,000%","5,74713","3,57","250,91"
http://20.50.171.10:9966/petclinic/api/pets 2,1,179,179,179,179,179,179,179,"100,000%","5,58659","3,47","243,90"
http://20.50.171.10:9966/petclinic/api/owners 4,1,1090,1090,1090,1090,1090,1090,1090,"0,000%",",91743","273,15","0,23"
http://20.50.171.10:9966/petclinic/api/owners 6,1,928,928,928,928,928,928,928,"0,000%","1,07759","320,83","0,27"
http://20.50.171.10:9966/petclinic/api/owners/5 4,3,73,46,130,130,130,45,130,"0,000%","6,63717","2,93","1,69"
http://20.50.171.10:9966/petclinic/api/owners/5 6,3,69,51,109,109,109,48,109,"0,000%","7,50000","3,31","1,90"
http://20.50.171.10:9966/petclinic/api/owners 5,1,1098,1098,1098,1098,1098,1098,1098,"0,000%",",91075","271,16","0,23"
http://20.50.171.10:9966/petclinic/api/pettypes 4,1,85,85,85,85,85,85,85,"0,000%","11,76471","174,93","2,99"
http://20.50.171.10:9966/petclinic/api/pettypes 6,1,49,49,49,49,49,49,49,"0,000%","20,40816","303,45","5,18"
http://20.50.171.10:9966/petclinic/api/owners/5 5,3,67,53,104,104,104,45,104,"0,000%","7,26392","3,21","1,84"
http://20.50.171.10:9966/petclinic/api/pettypes 5,1,57,57,57,57,57,57,57,"0,000%","17,54386","260,86","4,45"
http://20.50.171.10:9966/petclinic/api/owners 9,1,858,858,858,858,858,858,858,"0,000%","1,16550","347,00","0,29"
http://20.50.171.10:9966/petclinic/api/owners/5 9,3,67,53,98,98,98,51,98,"0,000%","7,61421","3,36","1,93"
http://20.50.171.10:9966/petclinic/api/pets 4,1,143,143,143,143,143,143,143,"100,000%","6,99301","4,34","305,30"
http://20.50.171.10:9966/petclinic/api/pets 6,1,139,139,139,139,139,139,139,"100,000%","7,19424","4,47","314,09"
http://20.50.171.10:9966/petclinic/api/pettypes 9,1,49,49,49,49,49,49,49,"0,000%","20,40816","303,45","5,18"
http://20.50.171.10:9966/petclinic/api/owners 8,1,1064,1064,1064,1064,1064,1064,1064,"0,000%",",93985","279,82","0,24"
http://20.50.171.10:9966/petclinic/api/owners 7,1,1165,1165,1165,1165,1165,1165,1165,"0,000%",",85837","255,56","0,22"
http://20.50.171.10:9966/petclinic/api/pets 5,1,150,150,150,150,150,150,150,"100,000%","6,66667","4,14","291,05"
http://20.50.171.10:9966/petclinic/api/owners/5 8,3,65,53,96,96,96,47,96,"0,000%","7,75194","3,42","1,97"
http://20.50.171.10:9966/petclinic/api/owners/5 7,3,72,55,108,108,108,53,108,"0,000%","4,12655","1,82","1,05"
http://20.50.171.10:9966/petclinic/api/pettypes 8,1,49,49,49,49,49,49,49,"0,000%","20,40816","303,45","5,18"
http://20.50.171.10:9966/petclinic/api/pets 9,1,139,139,139,139,139,139,139,"100,000%","7,19424","4,47","314,09"
http://20.50.171.10:9966/petclinic/api/pets 8,1,138,138,138,138,138,138,138,"100,000%","7,24638","4,50","316,36"
http://20.50.171.10:9966/petclinic/api/owners 10,1,1197,1197,1197,1197,1197,1197,1197,"0,000%",",83542","248,73","0,21"
http://20.50.171.10:9966/petclinic/api/owners/5 10,3,71,55,107,107,107,53,107,"0,000%","6,94444","3,07","1,76"
http://20.50.171.10:9966/petclinic/api/pettypes 7,1,365,365,365,365,365,365,365,"0,000%","2,73973","40,74","0,70"
http://20.50.171.10:9966/petclinic/api/pettypes 10,1,59,59,59,59,59,59,59,"0,000%","16,94915","252,02","4,30"
http://20.50.171.10:9966/petclinic/api/pets 7,1,141,141,141,141,141,141,141,"100,000%","7,09220","4,40","309,63"
http://20.50.171.10:9966/petclinic/api/pets 10,1,156,156,156,156,156,156,156,"100,000%","6,41026","3,98","279,86"
TOTAL,90,320,143,1064,1098,1197,45,1197,"22,222%","35,55907","2485,53","355,00"
