Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
http://20.50.171.10:9966/petclinic/api/owners 8 ${websiteName},3,11040,12788,19026,19026,19026,1307,19026,"0,000%",",15133","45,06","0,04"
Owner tab,500,18738,18389,33718,34660,36529,1307,36972,"0,000%","13,25346","3945,95","3,34"
http://20.50.171.10:9966/petclinic/api/owners 3 ${websiteName},3,16921,16619,32618,32618,32618,1526,32618,"0,000%",",08977","26,73","0,02"
http://20.50.171.10:9966/petclinic/api/owners 12 ${websiteName},3,11212,13481,18544,18544,18544,1611,18544,"0,000%",",15509","46,18","0,04"
http://20.50.171.10:9966/petclinic/api/owners 6 ${websiteName},3,17790,15004,36544,36544,36544,1824,36544,"0,000%",",08034","23,92","0,02"
http://20.50.171.10:9966/petclinic/api/owners 17 ${websiteName},3,20804,25715,34834,34834,34834,1863,34834,"0,000%",",08515","25,35","0,02"
http://20.50.171.10:9966/petclinic/api/owners 9 ${websiteName},3,12026,1973,32199,32199,32199,1907,32199,"0,000%",",09092","27,07","0,02"
http://20.50.171.10:9966/petclinic/api/owners 1 ${websiteName},3,7341,4488,15539,15539,15539,1998,15539,"0,000%",",18362","54,67","0,05"
http://20.50.171.10:9966/petclinic/api/owners 5 ${websiteName},3,12293,13979,20879,20879,20879,2021,20879,"0,000%",",13839","41,20","0,03"
http://20.50.171.10:9966/petclinic/api/owners 4 ${websiteName},3,14043,4910,35003,35003,35003,2216,35003,"0,000%",",08380","24,95","0,02"
http://20.50.171.10:9966/petclinic/api/owners 7 ${websiteName},3,8091,6058,15994,15994,15994,2221,15994,"0,000%",",17864","53,18","0,05"
http://20.50.171.10:9966/petclinic/api/owners 18 ${websiteName},3,18311,15766,36887,36887,36887,2281,36887,"0,000%",",07961","23,70","0,02"
http://20.50.171.10:9966/petclinic/api/owners 2 ${websiteName},3,18732,21448,32399,32399,32399,2350,32399,"0,000%",",09037","26,91","0,02"
http://20.50.171.10:9966/petclinic/api/owners 11 ${websiteName},3,11315,6740,24858,24858,24858,2348,24858,"0,000%",",11693","34,81","0,03"
http://20.50.171.10:9966/petclinic/api/owners 14 ${websiteName},3,7910,7917,13470,13470,13470,2345,13470,"0,000%",",21028","62,61","0,05"
http://20.50.171.10:9966/petclinic/api/owners 45 ${websiteName},3,10606,3179,26127,26127,26127,2513,26127,"0,000%",",11309","33,67","0,03"
http://20.50.171.10:9966/petclinic/api/owners 89 ${websiteName},3,9198,9659,16290,16290,16290,1647,16290,"0,000%",",17975","53,52","0,05"
http://20.50.171.10:9966/petclinic/api/owners 21 ${websiteName},3,15266,18872,24276,24276,24276,2650,24276,"0,000%",",12159","36,20","0,03"
http://20.50.171.10:9966/petclinic/api/owners 13 ${websiteName},3,14364,13980,26340,26340,26340,2774,26340,"0,000%",",11054","32,91","0,03"
http://20.50.171.10:9966/petclinic/api/owners 16 ${websiteName},3,11684,14493,17667,17667,17667,2892,17667,"0,000%",",16604","49,43","0,04"
http://20.50.171.10:9966/petclinic/api/owners 20 ${websiteName},3,17856,24101,26384,26384,26384,3083,26384,"0,000%",",11036","32,86","0,03"
http://20.50.171.10:9966/petclinic/api/owners 39 ${websiteName},3,18968,24060,29767,29767,29767,3078,29767,"0,000%",",09815","29,22","0,02"
http://20.50.171.10:9966/petclinic/api/owners 34 ${websiteName},3,17768,15771,34434,34434,34434,3100,34434,"0,000%",",08515","25,35","0,02"
http://20.50.171.10:9966/petclinic/api/owners 22 ${websiteName},3,13072,7279,28731,28731,28731,3208,28731,"0,000%",",10299","30,66","0,03"
http://20.50.171.10:9966/petclinic/api/owners 19 ${websiteName},3,18003,16232,34313,34313,34313,3466,34313,"0,000%",",08642","25,73","0,02"
http://20.50.171.10:9966/petclinic/api/owners 42 ${websiteName},3,15282,14705,27651,27651,27651,3491,27651,"0,000%",",10544","31,39","0,03"
http://20.50.171.10:9966/petclinic/api/owners 33 ${websiteName},3,18746,20644,31982,31982,31982,3613,31982,"0,000%",",09265","27,58","0,02"
http://20.50.171.10:9966/petclinic/api/owners 148 ${websiteName},2,9034,3468,14600,14600,14600,3468,14600,"0,000%",",13332","39,69","0,03"
http://20.50.171.10:9966/petclinic/api/owners 15 ${websiteName},3,7868,7059,12757,12757,12757,3789,12757,"0,000%",",22129","65,88","0,06"
http://20.50.171.10:9966/petclinic/api/owners 36 ${websiteName},3,12733,14890,20363,20363,20363,2948,20363,"0,000%",",14449","43,02","0,04"
http://20.50.171.10:9966/petclinic/api/owners 10 ${websiteName},3,11439,3930,26580,26580,26580,3807,26580,"0,000%",",10957","32,62","0,03"
http://20.50.171.10:9966/petclinic/api/owners 189 ${websiteName},2,9237,3485,14989,14989,14989,3485,14989,"0,000%",",12997","38,70","0,03"
http://20.50.171.10:9966/petclinic/api/owners 38 ${websiteName},3,18527,18389,33227,33227,33227,3965,33227,"0,000%",",08921","26,56","0,02"
