Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
http://20.50.171.10:9966/petclinic/api/specialties 1 ${websiteName},1,105,105,105,105,105,105,105,"0,000%","9,52381","9,30","2,45"
New veterinarian tab,100,174,180,277,309,350,84,363,"0,000%","80,77544","78,88","20,75"
http://20.50.171.10:9966/petclinic/api/specialties 2 ${websiteName},1,106,106,106,106,106,106,106,"0,000%","9,43396","9,21","2,42"
http://20.50.171.10:9966/petclinic/api/specialties 3 ${websiteName},1,98,98,98,98,98,98,98,"0,000%","10,20408","9,96","2,62"
http://20.50.171.10:9966/petclinic/api/specialties 4 ${websiteName},1,98,98,98,98,98,98,98,"0,000%","10,20408","9,96","2,62"
http://20.50.171.10:9966/petclinic/api/specialties 5 ${websiteName},1,99,99,99,99,99,99,99,"0,000%","10,10101","9,86","2,59"
http://20.50.171.10:9966/petclinic/api/specialties 6 ${websiteName},1,96,96,96,96,96,96,96,"0,000%","10,41667","10,17","2,68"
http://20.50.171.10:9966/petclinic/api/specialties 7 ${websiteName},1,87,87,87,87,87,87,87,"0,000%","11,49425","11,22","2,95"
http://20.50.171.10:9966/petclinic/api/vets 1 Pet clinic,2,68,51,86,86,86,51,86,"0,000%","14,59854","110,86","4,67"
http://20.50.171.10:9966/petclinic/api/specialties 9 ${websiteName},1,85,85,85,85,85,85,85,"0,000%","11,76471","11,49","3,02"
http://20.50.171.10:9966/petclinic/api/specialties 8 ${websiteName},1,95,95,95,95,95,95,95,"0,000%","10,52632","10,28","2,70"
http://20.50.171.10:9966/petclinic/api/vets 2 Pet clinic,2,66,46,87,87,87,46,87,"0,000%","15,03759","115,58","4,81"
http://20.50.171.10:9966/petclinic/api/vets 3 Pet clinic,2,64,40,89,89,89,40,89,"0,000%","15,38462","118,25","4,92"
http://20.50.171.10:9966/petclinic/api/vets 4 Pet clinic,2,66,45,88,88,88,45,88,"0,000%","14,92537","114,72","4,77"
http://20.50.171.10:9966/petclinic/api/specialties 10 ${websiteName},1,90,90,90,90,90,90,90,"0,000%","11,11111","10,85","2,85"
http://20.50.171.10:9966/petclinic/api/vets 5 Pet clinic,2,67,49,86,86,86,49,86,"0,000%","14,70588","113,70","4,70"
http://20.50.171.10:9966/petclinic/api/specialties 11 ${websiteName},1,88,88,88,88,88,88,88,"0,000%","11,36364","11,10","2,92"
http://20.50.171.10:9966/petclinic/api/vets 6 Pet clinic,2,66,42,90,90,90,42,90,"0,000%","15,15152","117,85","4,85"
http://20.50.171.10:9966/petclinic/api/vets 7 Pet clinic,2,66,45,87,87,87,45,87,"0,000%","15,03759","116,96","4,81"
http://20.50.171.10:9966/petclinic/api/specialties 12 ${websiteName},1,94,94,94,94,94,94,94,"0,000%","10,63830","10,39","2,73"
http://20.50.171.10:9966/petclinic/api/specialties 13 ${websiteName},1,87,87,87,87,87,87,87,"0,000%","11,49425","11,22","2,95"
http://20.50.171.10:9966/petclinic/api/vets 8 Pet clinic,2,65,42,89,89,89,42,89,"0,000%","15,26718","120,15","4,88"
http://20.50.171.10:9966/petclinic/api/vets 9 Pet clinic,2,66,44,88,88,88,44,88,"0,000%","15,15152","119,24","4,85"
http://20.50.171.10:9966/petclinic/api/specialties 14 ${websiteName},1,87,87,87,87,87,87,87,"0,000%","11,49425","11,22","2,95"
http://20.50.171.10:9966/petclinic/api/vets 10 Pet clinic,2,65,45,86,86,86,45,86,"0,000%","15,26718","120,85","4,88"
http://20.50.171.10:9966/petclinic/api/vets 11 Pet clinic,2,67,45,89,89,89,45,89,"0,000%","14,92537","118,14","4,77"
http://20.50.171.10:9966/petclinic/api/specialties 15 ${websiteName},1,96,96,96,96,96,96,96,"0,000%","10,41667","10,17","2,68"
http://20.50.171.10:9966/petclinic/api/specialties 16 ${websiteName},1,87,87,87,87,87,87,87,"0,000%","11,49425","11,22","2,95"
New veterinarian form,100,458,437,821,1003,1442,129,1468,"0,000%","41,96391","838,19","26,84"
http://20.50.171.10:9966/petclinic/api/specialties 17 ${websiteName},1,87,87,87,87,87,87,87,"0,000%","11,49425","11,22","2,95"
http://20.50.171.10:9966/petclinic/api/vets 12 Pet clinic,2,64,43,86,86,86,43,86,"0,000%","15,38462","123,19","4,92"
http://20.50.171.10:9966/petclinic/api/vets 13 Pet clinic,2,66,44,89,89,89,44,89,"0,000%","15,03759","121,10","4,81"
http://20.50.171.10:9966/petclinic/api/specialties 18 ${websiteName},1,87,87,87,87,87,87,87,"0,000%","11,49425","11,22","2,95"
http://20.50.171.10:9966/petclinic/api/vets 14 Pet clinic,2,66,45,87,87,87,45,87,"0,000%","15,03759","121,79","4,81"
http://20.50.171.10:9966/petclinic/api/specialties 19 ${websiteName},1,90,90,90,90,90,90,90,"0,000%","11,11111","10,85","2,85"
http://20.50.171.10:9966/petclinic/api/specialties 20 ${websiteName},1,87,87,87,87,87,87,87,"0,000%","11,49425","11,22","2,95"
http://20.50.171.10:9966/petclinic/api/vets 15 Pet clinic,2,72,42,103,103,103,42,103,"0,000%","13,79310","112,98","4,41"
http://20.50.171.10:9966/petclinic/api/vets 16 Pet clinic,2,65,42,89,89,89,42,89,"0,000%","15,26718","124,35","4,88"
http://20.50.171.10:9966/petclinic/api/specialties 21 ${websiteName},1,88,88,88,88,88,88,88,"0,000%","11,36364","11,10","2,92"
http://20.50.171.10:9966/petclinic/api/vets 17 Pet clinic,2,67,42,92,92,92,42,92,"0,000%","14,81481","122,03","4,74"
http://20.50.171.10:9966/petclinic/api/specialties 22 ${websiteName},1,87,87,87,87,87,87,87,"0,000%","11,49425","11,22","2,95"
http://20.50.171.10:9966/petclinic/api/vets 18 Pet clinic,2,69,48,91,91,91,48,91,"0,000%","14,28571","118,32","4,57"
http://20.50.171.10:9966/petclinic/api/specialties 23 ${websiteName},1,92,92,92,92,92,92,92,"0,000%","10,86957","10,61","2,79"
