Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
http://20.50.171.10:9966/petclinic/api/pettypes 1,2,104,52,156,156,156,52,156,"0,000%","6,64452","99,19","1,69"
Pet types tab,10,169,150,224,224,226,136,226,"0,000%","8,88099","132,57","2,25"
http://20.50.171.10:9966/petclinic/api/pettypes/1 1,2,44,43,46,46,46,43,46,"0,000%","22,22222","6,83","6,55"
http://20.50.171.10:9966/petclinic/api/pettypes 2,2,125,103,147,147,147,103,147,"0,000%","5,88235","87,81","1,49"
http://20.50.171.10:9966/petclinic/api/pettypes/1 2,2,44,44,44,44,44,44,44,"0,000%","22,72727","6,98","6,70"
Edit pet type form,10,287,191,552,552,761,141,761,"0,000%","6,89180","107,11","5,81"
http://20.50.171.10:9966/petclinic/api/pettypes 3,2,110,85,136,136,136,85,136,"0,000%","6,36943","95,08","1,62"
http://20.50.171.10:9966/petclinic/api/pettypes/1 3,2,45,44,47,47,47,44,47,"0,000%","21,73913","6,68","6,41"
http://20.50.171.10:9966/petclinic/api/pettypes 4,2,103,46,161,161,161,46,161,"0,000%","5,29101","78,98","1,34"
http://20.50.171.10:9966/petclinic/api/pettypes/1 4,2,84,50,119,119,119,50,119,"0,000%","11,76471","3,61","3,47"
http://20.50.171.10:9966/petclinic/api/pettypes 5,2,148,88,208,208,208,88,208,"0,000%","5,08906","75,97","1,29"
http://20.50.171.10:9966/petclinic/api/pettypes 6,2,100,50,150,150,150,50,150,"0,000%","6,82594","101,90","1,73"
http://20.50.171.10:9966/petclinic/api/pettypes/1 5,2,48,44,52,52,52,44,52,"0,000%","20,83333","6,40","6,14"
http://20.50.171.10:9966/petclinic/api/pettypes/1 6,2,45,43,48,48,48,43,48,"0,000%","21,97802","6,75","6,48"
http://20.50.171.10:9966/petclinic/api/pettypes 7,2,202,179,226,226,226,179,226,"0,000%","3,95257","59,00","1,00"
http://20.50.171.10:9966/petclinic/api/pettypes 8,2,404,145,664,664,664,145,664,"0,000%","2,20264","32,88","0,56"
http://20.50.171.10:9966/petclinic/api/pettypes/1 7,2,50,46,54,54,54,46,54,"0,000%","19,80198","6,08","5,84"
http://20.50.171.10:9966/petclinic/api/pettypes/1 8,2,48,45,52,52,52,45,52,"0,000%","20,40816","6,27","6,02"
http://20.50.171.10:9966/petclinic/api/pettypes 9,2,265,141,390,390,390,141,390,"0,000%","2,87770","42,96","0,73"
http://20.50.171.10:9966/petclinic/api/pettypes/1 9,2,81,43,119,119,119,43,119,"0,000%","12,34568","3,79","3,64"
http://20.50.171.10:9966/petclinic/api/pettypes 10,2,176,128,224,224,224,128,224,"0,000%","4,37637","65,33","1,11"
http://20.50.171.10:9966/petclinic/api/pettypes/1 10,2,51,43,60,60,60,43,60,"0,000%","19,41748","5,96","5,73"
Pet clinic main page 9,1,164,164,164,164,164,164,164,"0,000%","6,09756","9,22","1,42"
Pet clinic main page 4,1,88,88,88,88,88,88,88,"0,000%","11,36364","17,18","2,64"
Pet clinic main page 5,1,94,94,94,94,94,94,94,"0,000%","10,63830","16,08","2,47"
Pet clinic main page 7,1,961,961,961,961,961,961,961,"0,000%","1,04058","1,57","0,24"
Pet clinic main page 2,1,93,93,93,93,93,93,93,"0,000%","10,75269","16,26","2,50"
Pet clinic main page 6,1,158,158,158,158,158,158,158,"0,000%","6,32911","9,57","1,47"
Pet clinic main page 10,1,90,90,90,90,90,90,90,"0,000%","11,11111","16,80","2,58"
Pet clinic main page 1,1,101,101,101,101,101,101,101,"0,000%","9,90099","14,97","2,30"
Pet clinic main page 3,1,92,92,92,92,92,92,92,"0,000%","10,86957","16,43","2,53"
Pet clinic main page 8,1,92,92,92,92,92,92,92,"0,000%","10,86957","16,43","2,53"
TOTAL,70,158,136,226,390,761,43,961,"0,000%","33,80010","301,55","11,72"
