Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
http://20.50.171.10:9966/petclinic/api/owners 6 ${websiteName},1,1067,1067,1067,1067,1067,1067,1067,"0,000%",",93721","279,03","0,24"
Owners tab,500,20857,21615,33615,34437,35278,1067,38859,"0,000%","12,72491","3788,58","3,21"
http://20.50.171.10:9966/petclinic/api/owners 8 ${websiteName},1,1090,1090,1090,1090,1090,1090,1090,"0,000%",",91743","273,15","0,23"
http://20.50.171.10:9966/petclinic/api/owners 3 ${websiteName},1,1411,1411,1411,1411,1411,1411,1411,"0,000%",",70872","211,01","0,18"
http://20.50.171.10:9966/petclinic/api/owners 30 ${websiteName},1,1411,1411,1411,1411,1411,1411,1411,"0,000%",",70872","211,01","0,18"
http://20.50.171.10:9966/petclinic/api/owners 12 ${websiteName},1,1609,1609,1609,1609,1609,1609,1609,"0,000%",",62150","185,04","0,16"
http://20.50.171.10:9966/petclinic/api/owners 27 ${websiteName},1,1680,1680,1680,1680,1680,1680,1680,"0,000%",",59524","177,22","0,15"
http://20.50.171.10:9966/petclinic/api/owners 15 ${websiteName},1,1819,1819,1819,1819,1819,1819,1819,"0,000%",",54975","163,68","0,14"
http://20.50.171.10:9966/petclinic/api/owners 28 ${websiteName},1,2054,2054,2054,2054,2054,2054,2054,"0,000%",",48685","144,95","0,12"
http://20.50.171.10:9966/petclinic/api/owners 9 ${websiteName},1,2293,2293,2293,2293,2293,2293,2293,"0,000%",",43611","129,84","0,11"
http://20.50.171.10:9966/petclinic/api/owners 24 ${websiteName},1,2365,2365,2365,2365,2365,2365,2365,"0,000%",",42283","125,89","0,11"
http://20.50.171.10:9966/petclinic/api/owners 16 ${websiteName},1,2405,2405,2405,2405,2405,2405,2405,"0,000%",",41580","123,80","0,10"
http://20.50.171.10:9966/petclinic/api/owners 21 ${websiteName},1,2688,2688,2688,2688,2688,2688,2688,"0,000%",",37202","110,76","0,09"
http://20.50.171.10:9966/petclinic/api/owners 5 ${websiteName},1,2763,2763,2763,2763,2763,2763,2763,"0,000%",",36193","107,76","0,09"
http://20.50.171.10:9966/petclinic/api/owners 18 ${websiteName},1,2762,2762,2762,2762,2762,2762,2762,"0,000%",",36206","107,79","0,09"
http://20.50.171.10:9966/petclinic/api/owners 42 ${websiteName},1,3060,3060,3060,3060,3060,3060,3060,"0,000%",",32680","97,30","0,08"
http://20.50.171.10:9966/petclinic/api/owners 34 ${websiteName},1,3099,3099,3099,3099,3099,3099,3099,"0,000%",",32268","96,07","0,08"
http://20.50.171.10:9966/petclinic/api/owners 48 ${websiteName},1,3245,3245,3245,3245,3245,3245,3245,"0,000%",",30817","91,75","0,08"
http://20.50.171.10:9966/petclinic/api/owners 2 ${websiteName},1,3516,3516,3516,3516,3516,3516,3516,"0,000%",",28441","84,68","0,07"
http://20.50.171.10:9966/petclinic/api/owners 36 ${websiteName},1,3510,3510,3510,3510,3510,3510,3510,"0,000%",",28490","84,82","0,07"
http://20.50.171.10:9966/petclinic/api/owners 19 ${websiteName},1,3837,3837,3837,3837,3837,3837,3837,"0,000%",",26062","77,59","0,07"
http://20.50.171.10:9966/petclinic/api/owners 10 ${websiteName},1,3924,3924,3924,3924,3924,3924,3924,"0,000%",",25484","75,87","0,06"
http://20.50.171.10:9966/petclinic/api/owners 60 ${websiteName},1,4001,4001,4001,4001,4001,4001,4001,"0,000%",",24994","74,41","0,06"
http://20.50.171.10:9966/petclinic/api/owners 39 ${websiteName},1,4148,4148,4148,4148,4148,4148,4148,"0,000%",",24108","71,78","0,06"
http://20.50.171.10:9966/petclinic/api/owners 72 ${websiteName},1,4108,4108,4108,4108,4108,4108,4108,"0,000%",",24343","72,48","0,06"
http://20.50.171.10:9966/petclinic/api/owners 220 ${websiteName},1,3847,3847,3847,3847,3847,3847,3847,"0,000%",",25994","77,39","0,07"
http://20.50.171.10:9966/petclinic/api/owners 54 ${websiteName},1,4571,4571,4571,4571,4571,4571,4571,"0,000%",",21877","65,13","0,06"
http://20.50.171.10:9966/petclinic/api/owners 66 ${websiteName},1,4558,4558,4558,4558,4558,4558,4558,"0,000%",",21939","65,32","0,06"
http://20.50.171.10:9966/petclinic/api/owners 252 ${websiteName},1,4189,4189,4189,4189,4189,4189,4189,"0,000%",",23872","71,07","0,06"
http://20.50.171.10:9966/petclinic/api/owners 7 ${websiteName},1,4743,4743,4743,4743,4743,4743,4743,"0,000%",",21084","62,77","0,05"
http://20.50.171.10:9966/petclinic/api/owners 63 ${websiteName},1,4685,4685,4685,4685,4685,4685,4685,"0,000%",",21345","63,55","0,05"
http://20.50.171.10:9966/petclinic/api/owners 211 ${websiteName},1,4469,4469,4469,4469,4469,4469,4469,"0,000%",",22376","66,62","0,06"
http://20.50.171.10:9966/petclinic/api/owners 40 ${websiteName},1,4873,4873,4873,4873,4873,4873,4873,"0,000%",",20521","61,10","0,05"
http://20.50.171.10:9966/petclinic/api/owners 57 ${websiteName},1,4888,4888,4888,4888,4888,4888,4888,"0,000%",",20458","60,91","0,05"
http://20.50.171.10:9966/petclinic/api/owners 261 ${websiteName},1,4503,4503,4503,4503,4503,4503,4503,"0,000%",",22207","66,12","0,06"
http://20.50.171.10:9966/petclinic/api/owners 4 ${websiteName},1,5057,5057,5057,5057,5057,5057,5057,"0,000%",",19775","58,87","0,05"
http://20.50.171.10:9966/petclinic/api/owners 233 ${websiteName},1,4750,4750,4750,4750,4750,4750,4750,"0,000%",",21053","62,68","0,05"
http://20.50.171.10:9966/petclinic/api/owners 69 ${websiteName},1,5083,5083,5083,5083,5083,5083,5083,"0,000%",",19673","58,57","0,05"
http://20.50.171.10:9966/petclinic/api/owners 11 ${websiteName},1,5572,5572,5572,5572,5572,5572,5572,"0,000%",",17947","53,43","0,05"
http://20.50.171.10:9966/petclinic/api/owners 14 ${websiteName},1,5588,5588,5588,5588,5588,5588,5588,"0,000%",",17895","53,28","0,05"
http://20.50.171.10:9966/petclinic/api/owners 55 ${websiteName},1,5662,5662,5662,5662,5662,5662,5662,"0,000%",",17662","52,58","0,04"
http://20.50.171.10:9966/petclinic/api/owners 273 ${websiteName},1,5348,5348,5348,5348,5348,5348,5348,"0,000%",",18699","55,67","0,05"
http://20.50.171.10:9966/petclinic/api/owners 267 ${websiteName},1,5617,5617,5617,5617,5617,5617,5617,"0,000%",",17803","53,01","0,04"
http://20.50.171.10:9966/petclinic/api/owners 238 ${websiteName},1,5769,5769,5769,5769,5769,5769,5769,"0,000%",",17334","51,61","0,04"
http://20.50.171.10:9966/petclinic/api/owners 264 ${websiteName},1,5759,5759,5759,5759,5759,5759,5759,"0,000%",",17364","51,70","0,04"
http://20.50.171.10:9966/petclinic/api/owners 38 ${websiteName},1,6212,6212,6212,6212,6212,6212,6212,"0,000%",",16098","47,93","0,04"
http://20.50.171.10:9966/petclinic/api/owners 93 ${websiteName},1,6197,6197,6197,6197,6197,6197,6197,"0,000%",",16137","48,04","0,04"
http://20.50.171.10:9966/petclinic/api/owners 87 ${websiteName},1,6291,6291,6291,6291,6291,6291,6291,"0,000%",",15896","47,33","0,04"
http://20.50.171.10:9966/petclinic/api/owners 32 ${websiteName},1,6424,6424,6424,6424,6424,6424,6424,"0,000%",",15567","46,35","0,04"
http://20.50.171.10:9966/petclinic/api/owners 99 ${websiteName},1,6328,6328,6328,6328,6328,6328,6328,"0,000%",",15803","47,05","0,04"
http://20.50.171.10:9966/petclinic/api/owners 56 ${websiteName},1,6424,6424,6424,6424,6424,6424,6424,"0,000%",",15567","46,35","0,04"
http://20.50.171.10:9966/petclinic/api/owners 1 ${websiteName},1,6816,6816,6816,6816,6816,6816,6816,"0,000%",",14671","43,68","0,04"
http://20.50.171.10:9966/petclinic/api/owners 17 ${websiteName},1,6895,6895,6895,6895,6895,6895,6895,"0,000%",",14503","43,18","0,04"
http://20.50.171.10:9966/petclinic/api/owners 105 ${websiteName},1,6805,6805,6805,6805,6805,6805,6805,"0,000%",",14695","43,75","0,04"
http://20.50.171.10:9966/petclinic/api/owners 90 ${websiteName},1,6947,6947,6947,6947,6947,6947,6947,"0,000%",",14395","42,86","0,04"
http://20.50.171.10:9966/petclinic/api/owners 47 ${websiteName},1,7063,7063,7063,7063,7063,7063,7063,"0,000%",",14158","42,15","0,04"
http://20.50.171.10:9966/petclinic/api/owners 266 ${websiteName},1,6663,6663,6663,6663,6663,6663,6663,"0,000%",",15008","44,68","0,04"
http://20.50.171.10:9966/petclinic/api/owners 25 ${websiteName},1,7291,7291,7291,7291,7291,7291,7291,"0,000%",",13716","40,84","0,03"
http://20.50.171.10:9966/petclinic/api/owners 53 ${websiteName},1,7364,7364,7364,7364,7364,7364,7364,"0,000%",",13580","40,43","0,03"
http://20.50.171.10:9966/petclinic/api/owners 81 ${websiteName},1,7326,7326,7326,7326,7326,7326,7326,"0,000%",",13650","40,64","0,03"
http://20.50.171.10:9966/petclinic/api/owners 120 ${websiteName},1,7487,7487,7487,7487,7487,7487,7487,"0,000%",",13356","39,77","0,03"
http://20.50.171.10:9966/petclinic/api/owners 26 ${websiteName},1,7802,7802,7802,7802,7802,7802,7802,"0,000%",",12817","38,16","0,03"
http://20.50.171.10:9966/petclinic/api/owners 35 ${websiteName},1,7874,7874,7874,7874,7874,7874,7874,"0,000%",",12700","37,81","0,03"
http://20.50.171.10:9966/petclinic/api/owners 64 ${websiteName},1,7826,7826,7826,7826,7826,7826,7826,"0,000%",",12778","38,04","0,03"
http://20.50.171.10:9966/petclinic/api/owners 309 ${websiteName},1,7548,7548,7548,7548,7548,7548,7548,"0,000%",",13249","39,44","0,03"
http://20.50.171.10:9966/petclinic/api/owners 43 ${websiteName},1,8092,8092,8092,8092,8092,8092,8092,"0,000%",",12358","36,79","0,03"
http://20.50.171.10:9966/petclinic/api/owners 68 ${websiteName},1,8144,8144,8144,8144,8144,8144,8144,"0,000%",",12279","36,56","0,03"
http://20.50.171.10:9966/petclinic/api/owners 50 ${websiteName},1,8200,8200,8200,8200,8200,8200,8200,"0,000%",",12195","36,31","0,03"
http://20.50.171.10:9966/petclinic/api/owners 126 ${websiteName},1,8478,8478,8478,8478,8478,8478,8478,"0,000%",",11795","35,12","0,03"
http://20.50.171.10:9966/petclinic/api/owners 141 ${websiteName},1,8535,8535,8535,8535,8535,8535,8535,"0,000%",",11716","34,88","0,03"
http://20.50.171.10:9966/petclinic/api/owners 96 ${websiteName},1,8634,8634,8634,8634,8634,8634,8634,"0,000%",",11582","34,48","0,03"
http://20.50.171.10:9966/petclinic/api/owners 108 ${websiteName},1,8621,8621,8621,8621,8621,8621,8621,"0,000%",",11600","34,54","0,03"
http://20.50.171.10:9966/petclinic/api/owners 123 ${websiteName},1,8636,8636,8636,8636,8636,8636,8636,"0,000%",",11579","34,48","0,03"
http://20.50.171.10:9966/petclinic/api/owners 115 ${websiteName},1,8718,8718,8718,8718,8718,8718,8718,"0,000%",",11471","34,15","0,03"
http://20.50.171.10:9966/petclinic/api/owners 31 ${websiteName},1,8905,8905,8905,8905,8905,8905,8905,"0,000%",",11230","33,43","0,03"
http://20.50.171.10:9966/petclinic/api/owners 13 ${websiteName},1,8998,8998,8998,8998,8998,8998,8998,"0,000%",",11114","33,09","0,03"
http://20.50.171.10:9966/petclinic/api/owners 37 ${websiteName},1,8954,8954,8954,8954,8954,8954,8954,"0,000%",",11168","33,25","0,03"
http://20.50.171.10:9966/petclinic/api/owners 102 ${websiteName},1,8863,8863,8863,8863,8863,8863,8863,"0,000%",",11283","33,59","0,03"
http://20.50.171.10:9966/petclinic/api/owners 129 ${websiteName},1,8888,8888,8888,8888,8888,8888,8888,"0,000%",",11251","33,50","0,03"
http://20.50.171.10:9966/petclinic/api/owners 118 ${websiteName},1,8922,8922,8922,8922,8922,8922,8922,"0,000%",",11208","33,37","0,03"
http://20.50.171.10:9966/petclinic/api/owners 59 ${websiteName},1,9063,9063,9063,9063,9063,9063,9063,"0,000%",",11034","32,85","0,03"
http://20.50.171.10:9966/petclinic/api/owners 20 ${websiteName},1,9218,9218,9218,9218,9218,9218,9218,"0,000%",",10848","32,30","0,03"
http://20.50.171.10:9966/petclinic/api/owners 138 ${websiteName},1,9126,9126,9126,9126,9126,9126,9126,"0,000%",",10958","32,62","0,03"
http://20.50.171.10:9966/petclinic/api/owners 262 ${websiteName},1,8892,8892,8892,8892,8892,8892,8892,"0,000%",",11246","33,48","0,03"
http://20.50.171.10:9966/petclinic/api/owners 44 ${websiteName},1,9364,9364,9364,9364,9364,9364,9364,"0,000%",",10679","31,80","0,03"
http://20.50.171.10:9966/petclinic/api/owners 144 ${websiteName},1,9252,9252,9252,9252,9252,9252,9252,"0,000%",",10808","32,18","0,03"
http://20.50.171.10:9966/petclinic/api/owners 140 ${websiteName},1,9321,9321,9321,9321,9321,9321,9321,"0,000%",",10728","31,94","0,03"
http://20.50.171.10:9966/petclinic/api/owners 61 ${websiteName},1,9482,9482,9482,9482,9482,9482,9482,"0,000%",",10546","31,40","0,03"
http://20.50.171.10:9966/petclinic/api/owners 150 ${websiteName},1,9444,9444,9444,9444,9444,9444,9444,"0,000%",",10589","31,53","0,03"
http://20.50.171.10:9966/petclinic/api/owners 110 ${websiteName},1,9565,9565,9565,9565,9565,9565,9565,"0,000%",",10455","31,13","0,03"
http://20.50.171.10:9966/petclinic/api/owners 275 ${websiteName},1,9340,9340,9340,9340,9340,9340,9340,"0,000%",",10707","31,88","0,03"
http://20.50.171.10:9966/petclinic/api/owners 122 ${websiteName},1,9735,9735,9735,9735,9735,9735,9735,"0,000%",",10272","30,58","0,03"
http://20.50.171.10:9966/petclinic/api/owners 293 ${websiteName},1,9437,9437,9437,9437,9437,9437,9437,"0,000%",",10597","31,55","0,03"
http://20.50.171.10:9966/petclinic/api/owners 315 ${websiteName},1,9441,9441,9441,9441,9441,9441,9441,"0,000%",",10592","31,54","0,03"
http://20.50.171.10:9966/petclinic/api/owners 263 ${websiteName},1,9552,9552,9552,9552,9552,9552,9552,"0,000%",",10469","31,17","0,03"
http://20.50.171.10:9966/petclinic/api/owners 41 ${websiteName},1,10031,10031,10031,10031,10031,10031,10031,"0,000%",",09969","29,68","0,03"
http://20.50.171.10:9966/petclinic/api/owners 271 ${websiteName},1,9633,9633,9633,9633,9633,9633,9633,"0,000%",",10381","30,91","0,03"
http://20.50.171.10:9966/petclinic/api/owners 91 ${websiteName},1,10328,10328,10328,10328,10328,10328,10328,"0,000%",",09682","28,83","0,02"
http://20.50.171.10:9966/petclinic/api/owners 89 ${websiteName},1,10415,10415,10415,10415,10415,10415,10415,"0,000%",",09602","28,59","0,02"
http://20.50.171.10:9966/petclinic/api/owners 52 ${websiteName},1,10640,10640,10640,10640,10640,10640,10640,"0,000%",",09398","27,98","0,02"
http://20.50.171.10:9966/petclinic/api/owners 265 ${websiteName},1,10372,10372,10372,10372,10372,10372,10372,"0,000%",",09641","28,71","0,02"
http://20.50.171.10:9966/petclinic/api/owners 80 ${websiteName},1,10747,10747,10747,10747,10747,10747,10747,"0,000%",",09305","27,70","0,02"
http://20.50.171.10:9966/petclinic/api/owners 65 ${websiteName},1,10797,10797,10797,10797,10797,10797,10797,"0,000%",",09262","27,58","0,02"
http://20.50.171.10:9966/petclinic/api/owners 174 ${websiteName},1,10788,10788,10788,10788,10788,10788,10788,"0,000%",",09270","27,60","0,02"
http://20.50.171.10:9966/petclinic/api/owners 345 ${websiteName},1,10508,10508,10508,10508,10508,10508,10508,"0,000%",",09517","28,33","0,02"
http://20.50.171.10:9966/petclinic/api/owners 171 ${websiteName},1,10975,10975,10975,10975,10975,10975,10975,"0,000%",",09112","27,13","0,02"
http://20.50.171.10:9966/petclinic/api/owners 117 ${websiteName},1,11090,11090,11090,11090,11090,11090,11090,"0,000%",",09017","26,85","0,02"
http://20.50.171.10:9966/petclinic/api/owners 153 ${websiteName},1,11196,11196,11196,11196,11196,11196,11196,"0,000%",",08932","26,59","0,02"
http://20.50.171.10:9966/petclinic/api/owners 147 ${websiteName},1,11279,11279,11279,11279,11279,11279,11279,"0,000%",",08866","26,40","0,02"
http://20.50.171.10:9966/petclinic/api/owners 46 ${websiteName},1,11570,11570,11570,11570,11570,11570,11570,"0,000%",",08643","25,73","0,02"
http://20.50.171.10:9966/petclinic/api/owners 149 ${websiteName},1,11446,11446,11446,11446,11446,11446,11446,"0,000%",",08737","26,01","0,02"
http://20.50.171.10:9966/petclinic/api/owners 128 ${websiteName},1,11655,11655,11655,11655,11655,11655,11655,"0,000%",",08580","25,55","0,02"
http://20.50.171.10:9966/petclinic/api/owners 180 ${websiteName},1,11554,11554,11554,11554,11554,11554,11554,"0,000%",",08655","25,77","0,02"
http://20.50.171.10:9966/petclinic/api/owners 22 ${websiteName},1,11918,11918,11918,11918,11918,11918,11918,"0,000%",",08391","24,98","0,02"
http://20.50.171.10:9966/petclinic/api/owners 165 ${websiteName},1,11651,11651,11651,11651,11651,11651,11651,"0,000%",",08583","25,55","0,02"
http://20.50.171.10:9966/petclinic/api/owners 162 ${websiteName},1,11695,11695,11695,11695,11695,11695,11695,"0,000%",",08551","25,46","0,02"
http://20.50.171.10:9966/petclinic/api/owners 135 ${websiteName},1,12104,12104,12104,12104,12104,12104,12104,"0,000%",",08262","24,60","0,02"
http://20.50.171.10:9966/petclinic/api/owners 49 ${websiteName},1,12340,12340,12340,12340,12340,12340,12340,"0,000%",",08104","24,13","0,02"
http://20.50.171.10:9966/petclinic/api/owners 198 ${websiteName},1,12126,12126,12126,12126,12126,12126,12126,"0,000%",",08247","24,55","0,02"
http://20.50.171.10:9966/petclinic/api/owners 375 ${websiteName},1,11813,11813,11813,11813,11813,11813,11813,"0,000%",",08465","25,20","0,02"
http://20.50.171.10:9966/petclinic/api/owners 86 ${websiteName},1,12479,12479,12479,12479,12479,12479,12479,"0,000%",",08013","23,86","0,02"
http://20.50.171.10:9966/petclinic/api/owners 195 ${websiteName},1,12393,12393,12393,12393,12393,12393,12393,"0,000%",",08069","24,02","0,02"
http://20.50.171.10:9966/petclinic/api/owners 73 ${websiteName},1,12659,12659,12659,12659,12659,12659,12659,"0,000%",",07900","23,52","0,02"
http://20.50.171.10:9966/petclinic/api/owners 192 ${websiteName},1,12441,12441,12441,12441,12441,12441,12441,"0,000%",",08038","23,93","0,02"
http://20.50.171.10:9966/petclinic/api/owners 346 ${websiteName},1,12167,12167,12167,12167,12167,12167,12167,"0,000%",",08219","24,47","0,02"
http://20.50.171.10:9966/petclinic/api/owners 94 ${websiteName},1,12715,12715,12715,12715,12715,12715,12715,"0,000%",",07865","23,42","0,02"
http://20.50.171.10:9966/petclinic/api/owners 186 ${websiteName},1,12616,12616,12616,12616,12616,12616,12616,"0,000%",",07926","23,60","0,02"
http://20.50.171.10:9966/petclinic/api/owners 112 ${websiteName},1,12750,12750,12750,12750,12750,12750,12750,"0,000%",",07843","23,35","0,02"
